Year,Cohort,Female,Male,Total,Year
2013   89,1923,23216.19    14,985.59,38201.78,2013
2013   90,1923,21456.59    13,595.99,35052.58,2013
2013   90,1922,22585.67    13,748,36333.67,2013
2013   91,1922,20461.07    12,4.87,32465.94,2013
2013   91,1921,22177.16    12,463.91,34641.07,2013
2013   92,1921,19735.07    10,775.78,30510.85,2013
2013   92,1920,19649.06    10,757.78,30406.84,2013
2013   93,1920,17756.51     9,145.19,26901.7,2013
2013   93,1919,17075.49     8,380.09,25455.58,2013
2013   94,1919,14078.40     6,556.48,20634.88,2013
2013   94,1918,15163.43     6,633.48,21796.91,2013
2013   95,1918,12693.37     5,433.4,18126.77,2013
2013   95,1917,12632.36     5,293.39,17925.75,2013
2013   96,1917,10502.32     4,6.29,14508.61,2013
2013   96,1916,10205.28     3,777.27,13982.55,2013
2013   97,1916,8288.24     2,899.21,11187.45,2013
2013   97,1915,8420.24     2,764.2,11184.44,2013
2013   98,1915,6669.19     2,29.15,8698.34,2013
2013   98,1914,6826.20     1,915.14,8741.34,2013
2013   99,1914,4977.14     1,412.16,6389.3,2013
2013   99,1913,4778.14     1,253.03,6031.17,2013
2013  100,1913,3546.1,886.06,4432.16,2013
2013  100,1912,3597.1,894.07,4491.17,2013
2013  101,1912,2550.59,576.04,3126.63,2013
2013  101,1911,2338.55,552.04,2890.59,2013
2013  102,1911,1661.05,320.02,1981.07,2013
2013  102,1910,1662.05,308.02,1970.07,2013
2013  103,1910,1146.03,210.02,1356.05,2013
2013  103,1909,1020.03,165.01,1185.04,2013
2013  104,1909,684.02,104.01,788.03,2013
2013  104,1908,627.02,93.01,720.03,2013
2013  105,1908,432.01,69.01,501.02,2013
2013  105,1907,386.01,48,434.01,2013
2013  106,1907,216.01,25,241.01,2013
2013  106,1906,230.01,29,259.01,2013
2013  107,1906,132,14,146,2013
2013  107,1905,112,14,126,2013
2013  108,1905,91,11.75,102.75,2013
2013  108,1904,76,9.25,85.25,2013
2013  109,1904,36.55,2.8,39.35,2013
2013  109,1903,29.45,2.2,31.65,2013
2013  110+,.,71,14,85,2013
2014    0,2014,9173.37    11,351.94,20525.31,2014
2014    0,2013,1156.05     1,535.13,2691.18,2014
2014 1,2013,376.02,382.03,758.05,2014
2014 1,2012,288.01,414.03,702.04,2014
2014 2,2012,218.01,289.02,507.03,2014
2014 2,2011,206.01,274.02,480.03,2014
2014 3,2011,158.01,214.02,372.03,2014
2014 3,2010,153.01,215.02,368.03,2014
2014 4,2010,124.01,175.01,299.02,2014
2014 4,2009,135.01,210.02,345.03,2014
2014 5,2009,122,138.01,260.01,2014
2014 5,2008,119,153.01,272.01,2014
2014 6,2008,94,142.01,236.01,2014
2014 6,2007,108,129.01,237.01,2014
2014 7,2007,87,143.01,230.01,2014
2014 7,2006,101,130.01,231.01,2014
2014 8,2006,91,119.01,210.01,2014
2014 8,2005,97,135.01,232.01,2014
2014 9,2005,88,121.01,209.01,2014
2014 9,2004,93,147.01,240.01,2014
2014 10,2004,80,130.01,210.01,2014
2014 10,2003,85,124.01,209.01,2014
2014 11,2003,96,135.01,231.01,2014
2014 11,2002,93,144.01,237.01,2014
2014 12,2002,116,151.01,267.01,2014
2014 12,2001,106,161.01,267.01,2014
2014   13,2001,129.01,194.02,323.03,2014
2014   13,2000,130.01,226.02,356.03,2014
2014   14,2000,146.01,227.02,373.03,2014
2014   14,1999,141.01,278.02,419.03,2014
2014   15,1999,191.01,311.03,502.04,2014
2014   15,1998,176.01,344.03,520.04,2014
2014   16,1998,209.01,504.04,713.05,2014
2014   16,1997,230.01,492.04,722.05,2014
2014   17,1997,285.01,621.05,906.06,2014
2014   17,1996,260.01,636.05,896.06,2014
2014   18,1996,297.01,874.07,1171.08,2014
2014   18,1995,347.01,925.08,1272.09,2014
2014   19,1995,378.02     1,27.09,1405.11,2014
2014   19,1994,383.02     1,95.09,1478.11,2014
2014   20,1994,398.02     1,201.1,1599.12,2014
2014   20,1993,423.02     1,167.1,1590.12,2014
2014   21,1993,439.02     1,376.11,1815.13,2014
2014   21,1992,537.02     1,348.11,1885.13,2014
2014   22,1992,527.02     1,514.13,2041.15,2014
2014   22,1991,511.02     1,475.12,1986.14,2014
2014   23,1991,502.02     1,554.13,2056.15,2014
2014   23,1990,513.02     1,505.12,2018.14,2014
2014   24,1990,526.02     1,615.13,2141.15,2014
2014   24,1989,542.02     1,534.13,2076.15,2014
2014   25,1989,558.02     1,585.13,2143.15,2014
2014   25,1988,584.02     1,527.13,2111.15,2014
2014   26,1988,603.41     1,570.13,2173.54,2014
2014   26,1987,636.64     1,530.13,2166.77,2014
2014   27,1987,572.02     1,535.13,2107.15,2014
2014   27,1986,626.03     1,499.12,2125.15,2014
2014   28,1986,625.03     1,580.13,2205.16,2014
2014   28,1985,691.03     1,583.13,2274.16,2014
2014   29,1985,650.03     1,642.53,2292.56,2014
2014   29,1984,762.03     1,565.73,2327.76,2014
2014   30,1984,689.03     1,633.73,2322.76,2014
2014   30,1983,676.03     1,524.53,2200.56,2014
2014   31,1983,756.03     1,695.14,2451.17,2014
2014   31,1982,764.03     1,725.14,2489.17,2014
2014   32,1982,785.03     1,689.14,2474.17,2014
2014   32,1981,868.04     1,685.14,2553.18,2014
2014   33,1981,857.03     1,705.14,2562.17,2014
2014   33,1980,921.04     1,733.14,2654.18,2014
2014   34,1980,922.04     1,872.16,2794.2,2014
2014   34,1979,932.04     1,821.15,2753.19,2014
2014   35,1979,1018.04     1,819.15,2837.19,2014
2014   35,1978,1012.04     1,774.15,2786.19,2014
2014   36,1978,966.04     1,803.15,2769.19,2014
2014   36,1977,1012.04     1,857.15,2869.19,2014
2014   37,1977,1107.01     1,913.16,3020.17,2014
2014   37,1976,1083.08     1,736.14,2819.22,2014
2014   38,1976,1096.04     1,794.15,2890.19,2014
2014   38,1975,1146.05     1,846.15,2992.2,2014
2014   39,1975,1108.05     1,960.16,3068.21,2014
2014   39,1974,1279.05     2,1.17,3280.22,2014
2014   40,1974,1257.05     2,41.88,3298.93,2014
2014   40,1973,1273.05     2,51.46,3324.51,2014
2014   41,1973,1478.06     2,271.19,3749.25,2014
2014   41,1972,1455.06     2,347.19,3802.25,2014
2014   42,1972,1562.06     2,341.19,3903.25,2014
2014   42,1971,1741.07     2,600.22,4341.29,2014
2014   43,1971,1750.07     2,753.98,4504.05,2014
2014   43,1970,1915.08     2,821.48,4736.56,2014
2014   44,1970,1945.08     2,858.89,4803.97,2014
2014   44,1969,2101.09     3,100.61,5201.7,2014
2014   45,1969,1983.01     3,144.26,5127.27,2014
2014   45,1968,2197.16     3,233.27,5430.43,2014
2014   46,1968,2119.09     3,311.69,5430.78,2014
2014   46,1967,2387.10     3,549.87,5936.97,2014
2014   47,1967,2367.10     3,700.31,6067.41,2014
2014   47,1966,2558.10     3,934.33,6492.43,2014
2014   48,1966,2684.11     3,996.33,6680.44,2014
2014   48,1965,2958.12     4,595.38,7553.5,2014
2014   49,1965,2975.12     4,537.38,7512.5,2014
2014   49,1964,3511.14     5,289.44,8800.58,2014
2014   50,1964,3437.43     5,394.74,8832.17,2014
2014   50,1963,3775.86     5,669.18,9445.04,2014
2014   51,1963,3933.16     5,951.49,9884.65,2014
2014   51,1962,4223.17     6,319.52,10542.69,2014
2014   52,1962,4271.17     6,412.53,10683.7,2014
2014   52,1961,4428.18     6,830.57,11258.75,2014
2014   53,1961,4612.19     7,168.34,11780.53,2014
2014   53,1960,4976.20     7,595.88,12572.08,2014
2014   54,1960,4954.54     7,526.62,12481.16,2014
2014   54,1959,5200.87     8,239.68,13440.55,2014
2014   55,1959,5300.22     8,220.19,13520.41,2014
2014   55,1958,5728.23     8,795.22,14523.45,2014
2014   56,1958,5667.03     8,694.27,14361.3,2014
2014   56,1957,6036.45     9,541.24,15577.69,2014
2014   57,1957,6037.26     9,395.27,15432.53,2014
2014   57,1956,6384.25    10,104.35,16488.6,2014
2014   58,1956,6292.26     9,808.81,16101.07,2014
2014   58,1955,6419.26    10,394.86,16814.12,2014
2014   59,1955,6443.26    10,285.85,16729.11,2014
2014   59,1954,6871.28    10,750.89,17622.17,2014
2014   60,1954,6871.28    10,760.12,17631.4,2014
2014   60,1953,7074.29    11,158.7,18232.99,2014
2014   61,1953,6982.46    11,223,18205.46,2014
2014   61,1952,7515.13    11,720.9,19236.03,2014
2014   62,1952,7368.21    11,362.45,18730.66,2014
2014   62,1951,7734.41    11,952.48,19686.89,2014
2014   63,1951,7737.22    11,752.82,19490.04,2014
2014   63,1950,7899.42    12,191.16,20090.58,2014
2014   64,1950,7968.05    11,867.76,19835.81,2014
2014   64,1949,8282.62    12,229.24,20511.86,2014
2014   65,1949,8487.61    12,373.04,20860.65,2014
2014   65,1948,8765.09    12,874.05,21639.14,2014
2014   66,1948,8982.37    12,937.39,21919.76,2014
2014   66,1947,9790.40    13,802.83,23593.23,2014
2014   67,1947,10353.42    14,569.07,24922.49,2014
2014   67,1946,10468.43    14,172.31,24640.74,2014
2014   68,1946,8988.37    12,462.91,21451.28,2014
2014   68,1945,8659.35    11,847.1,20506.45,2014
2014   69,1945,9083.35    12,19,21102.35,2014
2014   69,1944,9467.41    12,762.06,22229.47,2014
2014   70,1944,9863.87    12,811.74,22675.61,2014
2014   70,1943,10592.97    13,872.47,24465.44,2014
2014   71,1943,11259.08    14,362.4,25621.48,2014
2014   71,1942,11478.84    14,749.01,26227.85,2014
2014   72,1942,11142.18    14,243.18,25385.36,2014
2014   72,1941,10854.71    13,713.14,24567.85,2014
2014   73,1941,10987.19    13,916.34,24903.53,2014
2014   73,1940,11044.71    13,548.97,24593.68,2014
2014   74,1940,11399.74    13,899.67,25299.41,2014
2014   74,1939,11231.19    13,745.58,24976.77,2014
2014   75,1939,11932.65    14,156.17,26088.82,2014
2014   75,1938,12075.33    14,499.2,26574.53,2014
2014   76,1938,12752.30    14,458.83,27211.13,2014
2014   76,1937,12524.73    14,849.6,27374.33,2014
2014   77,1937,13246.12    14,909.91,28156.03,2014
2014   77,1936,12800.94    14,752.55,27553.49,2014
2014   78,1936,13657.10    15,136.25,28793.35,2014
2014   78,1935,14088.03    15,309.27,29397.3,2014
2014   79,1935,14590.60    15,473.05,30063.65,2014
2014   79,1934,15156.62    15,746.54,30903.16,2014
2014   80,1934,15294.64    15,786.72,31081.36,2014
2014   80,1933,15153.61    15,341.86,30495.47,2014
2014   81,1933,16020.65    16,78.36,32099.01,2014
2014   81,1932,16742.68    16,426.33,33169.01,2014
2014   82,1932,17549.95    16,686.38,34236.33,2014
2014   82,1931,17426.48    16,933.4,34359.88,2014
2014   83,1931,18067.42    17,49.23,35116.65,2014
2014   83,1930,19002.09    17,499.64,36501.73,2014
2014   84,1930,20080.07    18,135.26,38215.33,2014
2014   84,1929,19927.56    17,236.67,37164.23,2014
2014   85,1929,20135.14    17,20.39,37155.53,2014
2014   85,1928,20707.53    17,302.45,38009.98,2014
2014   86,1928,21256.98    17,251.22,38508.2,2014
2014   86,1927,21631.78    17,348.65,38980.43,2014
2014   87,1927,22369.15    16,992.47,39361.62,2014
2014   87,1926,22104.66    16,582.31,38686.97,2014
2014   88,1926,21799.86    16,163.93,37963.79,2014
2014   88,1925,22311.44    15,800.72,38112.16,2014
2014   89,1925,22493.95    15,362.83,37856.78,2014
2014   89,1924,22132.37    14,774.67,36907.04,2014
2014   90,1924,22842.88    14,117.17,36960.05,2014
2014   90,1923,21501.93    13,524.12,35026.05,2014
2014   91,1923,21356.87    12,668.77,34025.64,2014
2014   91,1922,20563.84    11,959.27,32523.11,2014
2014   92,1922,19939.81    11,247.68,31187.49,2014
2014   92,1921,19951.81    10,722.14,30673.95,2014
2014   93,1921,18611.90    10,7.45,28619.35,2014
2014   93,1920,17175.56     8,708.1,25883.66,2014
2014   94,1920,16645.40     7,763.64,24409.04,2014
2014   94,1919,14400.37     6,677.55,21077.92,2014
2014   95,1919,12598.69     5,486.45,18085.14,2014
2014   95,1918,12233.82     5,166.43,17400.25,2014
2014   96,1918,11478.30     4,487.33,15965.63,2014
2014   96,1917,10064.58     3,972.37,14036.95,2014
2014   97,1917,8755.55     3,346.99,12102.54,2014
2014   97,1916,8033.13     2,724.51,10757.64,2014
2014   98,1916,6890.51     2,237.62,9128.13,2014
2014   98,1915,6243.03     2,16.74,8259.77,2014
2014   99,1915,5127.21     1,493.4,6620.61,2014
2014   99,1914,4745.19     1,289.83,6035.02,2014
2014  100,1914,3957.16,983.08,4940.24,2014
2014  100,1913,3334.14,876.07,4210.21,2014
2014  101,1913,2716.42,645.05,3361.47,2014
2014  101,1912,2437.79,490.04,2927.83,2014
2014  102,1912,1897.08,393.03,2290.11,2014
2014  102,1911,1576.06,320.03,1896.09,2014
2014  103,1911,1211.05,206.02,1417.07,2014
2014  103,1910,974.04,182.02,1156.06,2014
2014  104,1910,738.03,135.01,873.04,2014
2014  104,1909,635.03,92.01,727.04,2014
2014  105,1909,459.88,68.01,527.89,2014
2014  105,1908,403.16,66.01,469.17,2014
2014  106,1908,247.01,31,278.01,2014
2014  106,1907,189.01,21,210.01,2014
2014  107,1907,158.01,19,177.01,2014
2014  107,1906,112,14,126,2014
2014  108,1906,84,2.8,86.8,2014
2014  108,1905,81,2.2,83.2,2014
2014  109,1905,53,4.48,57.48,2014
2014  109,1904,23,3.52,26.52,2014
2014  110+,.,64,8,72,2014
2015    0,2015,9181.29    11,385.79,20567.08,2015
2015    0,2014,1266.04     1,623.11,2889.15,2015
2015 1,2014,374.01,460.03,834.04,2015
2015 1,2013,304.01,456.03,760.04,2015
2015 2,2013,231.01,293.02,524.03,2015
2015 2,2012,211.01,269.02,480.03,2015
2015 3,2012,159.01,245.02,404.03,2015
2015 3,2011,157.01,217.02,374.03,2015
2015 4,2011,136,170.01,306.01,2015
2015 4,2010,112,171.01,283.01,2015
2015 5,2010,111,158.01,269.01,2015
2015 5,2009,111,163.01,274.01,2015
2015 6,2009,128,127.01,255.01,2015
2015 6,2008,105,156.01,261.01,2015
2015 7,2008,97,113.01,210.01,2015
2015 7,2007,110,128.01,238.01,2015
2015 8,2007,91,131.01,222.01,2015
2015 8,2006,104,138.01,242.01,2015
2015 9,2006,80,125.01,205.01,2015
2015 9,2005,88,138.01,226.01,2015
2015 10,2005,80,139.01,219.01,2015
2015 10,2004,87,135.01,222.01,2015
2015 11,2004,100,121.01,221.01,2015
2015 11,2003,98,145.01,243.01,2015
2015 12,2003,109,130.01,239.01,2015
2015 12,2002,116,163.01,279.01,2015
2015   13,2002,127,167.01,294.01,2015
2015   13,2001,165.01,227.02,392.03,2015
2015   14,2001,170.01,272.02,442.03,2015
2015   14,2000,182.01,277.02,459.03,2015
2015   15,2000,179.01,340.02,519.03,2015
2015   15,1999,189.01,384.03,573.04,2015
2015   16,1999,231.01,493.03,724.04,2015
2015   16,1998,254.01,495.03,749.04,2015
2015   17,1998,291.01,689.05,980.06,2015
2015   17,1997,278.01,719.05,997.06,2015
2015   18,1997,373.01,897.06,1270.07,2015
2015   18,1996,370.01,944.07,1314.08,2015
2015   19,1996,424.01     1,117.17,1541.18,2015
2015   19,1995,409.01     1,108.98,1517.99,2015
2015   20,1995,411.72     1,237.09,1648.81,2015
2015   20,1994,454.31     1,262.09,1716.4,2015
2015   21,1994,474.02     1,451.1,1925.12,2015
2015   21,1993,519.02     1,402.1,1921.12,2015
2015   22,1993,495.02     1,591.11,2086.13,2015
2015   22,1992,527.02     1,542.11,2069.13,2015
2015   23,1992,565.02     1,683.12,2248.14,2015
2015   23,1991,521.02     1,567.11,2088.13,2015
2015   24,1991,578.02     1,783.98,2362,2015
2015   24,1990,605.02     1,640.26,2245.28,2015
2015   25,1990,651.02     1,813.13,2464.15,2015
2015   25,1989,634.02     1,657.11,2291.13,2015
2015   26,1989,659.02     1,662.64,2321.66,2015
2015   26,1988,599.02     1,632.59,2231.61,2015
2015   27,1988,650.02     1,711.12,2361.14,2015
2015   27,1987,678.02     1,704.12,2382.14,2015
2015   28,1987,688.02     1,724.12,2412.14,2015
2015   28,1986,699.02     1,640.11,2339.13,2015
2015   29,1986,715.02     1,874.83,2589.85,2015
2015   29,1985,751.02     1,754.42,2505.44,2015
2015   30,1985,829.03     1,763.12,2592.15,2015
2015   30,1984,773.02     1,743.12,2516.14,2015
2015   31,1984,808.03     1,824.13,2632.16,2015
2015   31,1983,831.03     1,751.12,2582.15,2015
2015   32,1983,896.03     1,903.13,2799.16,2015
2015   32,1982,951.03     1,836.13,2787.16,2015
2015   33,1982,937.22     1,910.13,2847.35,2015
2015   33,1981,990.84     1,923.13,2913.97,2015
2015   34,1981,984.03     1,930.13,2914.16,2015
2015   34,1980,1011.03     2,25.14,3036.17,2015
2015   35,1980,1034.03     2,41.14,3075.17,2015
2015   35,1979,1029.03     1,987.14,3016.17,2015
2015   36,1979,1127.55     2,14.14,3141.69,2015
2015   36,1978,1117.52     1,930.13,3047.65,2015
2015   37,1978,1092.04     1,987.14,3079.18,2015
2015   37,1977,1114.04     2,31.14,3145.18,2015
2015   38,1977,1184.04     2,97.15,3281.19,2015
2015   38,1976,1203.04     1,962.14,3165.18,2015
2015   39,1976,1136.04     1,999.14,3135.18,2015
2015   39,1975,1189.04     2,141.15,3330.19,2015
2015   40,1975,1250.04     2,68.14,3318.18,2015
2015   40,1974,1353.04     2,218.15,3571.19,2015
2015   41,1974,1379.04     2,263.16,3642.2,2015
2015   41,1973,1458.05     2,283.16,3741.21,2015
2015   42,1973,1528.07     2,419.99,3948.06,2015
2015   42,1972,1653.03     2,515.35,4168.38,2015
2015   43,1972,1680.21     2,610.18,4290.39,2015
2015   43,1971,1806.90     2,788.19,4595.09,2015
2015   44,1971,1914.06     3,45.21,4959.27,2015
2015   44,1970,2170.07     3,271.23,5441.3,2015
2015   45,1970,2122.62     3,172.39,5295.01,2015
2015   45,1969,2266.52     3,466.07,5732.59,2015
2015   46,1969,2289.07     3,465.36,5754.43,2015
2015   46,1968,2370.08     3,674.14,6044.22,2015
2015   47,1968,2355.08     3,558.25,5913.33,2015
2015   47,1967,2534.08     3,846.27,6380.35,2015
2015   48,1967,2617.08     3,958.27,6575.35,2015
2015   48,1966,2917.09     4,243.29,7160.38,2015
2015   49,1966,2853.09     4,524.31,7377.4,2015
2015   49,1965,3249.10     4,904.34,8153.44,2015
2015   50,1965,3212.10     5,153.36,8365.46,2015
2015   50,1964,3840.12     5,614.39,9454.51,2015
2015   51,1964,3768.12     5,846.64,9614.76,2015
2015   51,1963,4082.13     6,325.2,10407.33,2015
2015   52,1963,4180.82     6,395.44,10576.26,2015
2015   52,1962,4557.46     6,817.47,11374.93,2015
2015   53,1962,4566.15     6,955.81,11521.96,2015
2015   53,1961,4911.16     7,564.19,12475.35,2015
2015   54,1961,5006.16     7,746.01,12752.17,2015
2015   54,1960,5255.17     8,330.11,13585.28,2015
2015   55,1960,5221.14     8,242.57,13463.71,2015
2015   55,1959,5698.21     8,889.61,14587.82,2015
2015   56,1959,5754.18     8,843.23,14597.41,2015
2015   56,1958,6085.20     9,378.03,15463.23,2015
2015   57,1958,5970.65     9,407.65,15378.3,2015
2015   57,1957,6617.75    10,273.71,16891.46,2015
2015   58,1957,6557.21    10,131.7,16688.91,2015
2015   58,1956,6797.22    10,490.73,17287.95,2015
2015   59,1956,6646.21    10,547.86,17194.07,2015
2015   59,1955,7067.23    10,971.63,18038.86,2015
2015   60,1955,6866.22    10,862.19,17728.41,2015
2015   60,1954,7333.24    11,654.37,18987.61,2015
2015   61,1954,7350.91    11,318.78,18669.69,2015
2015   61,1953,7565.57    12,16.83,19582.4,2015
2015   62,1953,7524.24    11,716.03,19240.27,2015
2015   62,1952,8127.26    12,334.63,20461.89,2015
2015   63,1952,7976.26    12,540.09,20516.35,2015
2015   63,1951,8229.26    12,778.66,21007.92,2015
2015   64,1951,8125.09    12,466.08,20591.17,2015
2015   64,1950,8650.45    12,777.66,21428.11,2015
2015   65,1950,8414.27    12,632.82,21047.09,2015
2015   65,1949,9092.29    13,345.98,22438.27,2015
2015   66,1949,8993.29    13,63.74,22057.03,2015
2015   66,1948,9693.31    13,926.13,23619.44,2015
2015   67,1948,9620.31    13,659.94,23280.25,2015
2015   67,1947,10615.34    14,627.01,25242.35,2015
2015   68,1947,11135.36    15,222.27,26357.63,2015
2015   68,1946,11055.35    15,317.85,26373.2,2015
2015   69,1946,9784.91    13,202.91,22987.82,2015
2015   69,1945,9454.71    12,643.87,22098.58,2015
2015   70,1945,9809.49    12,725.43,22534.92,2015
2015   70,1944,10530.16    13,771.41,24301.57,2015
2015   71,1944,10499.46    13,816.96,24316.42,2015
2015   71,1943,11547.24    14,942.03,26489.27,2015
2015   72,1943,12221.06    15,207.05,27428.11,2015
2015   72,1942,12604.73    15,711.09,28315.82,2015
2015   73,1942,12008.39    14,967.04,26975.43,2015
2015   73,1941,11840.38    14,600.01,26440.39,2015
2015   74,1941,11698.38    14,483,26181.38,2015
2015   74,1940,12048.39    14,495,26543.39,2015
2015   75,1940,12354.23    14,538.59,26892.82,2015
2015   75,1939,12559.57    14,980.45,27540.02,2015
2015   76,1939,12565.53    14,669.93,27235.46,2015
2015   76,1938,13297.30    15,533.16,28830.46,2015
2015   77,1938,13448.88    15,581.08,29029.96,2015
2015   77,1937,14094.00    15,501.07,29595.07,2015
2015   78,1937,13838.44    15,370.05,29208.49,2015
2015   78,1936,14334.46    15,674.1,30008.56,2015
2015   79,1936,14586.09    15,677.51,30263.6,2015
2015   79,1935,15625.88    16,205.7,31831.58,2015
2015   80,1935,15549.98    16,152.12,31702.1,2015
2015   80,1934,16632.05    16,979.17,33611.22,2015
2015   81,1934,15941.51    16,257.48,32198.99,2015
2015   81,1933,16318.52    16,743.3,33061.82,2015
2015   82,1933,16827.54    16,279.86,33107.4,2015
2015   82,1932,18480.59    17,471.98,35952.57,2015
2015   83,1932,18365.87    17,46.18,35412.05,2015
2015   83,1931,19117.34    17,596.22,36713.56,2015
2015   84,1931,18922.61    17,98.18,36020.79,2015
2015   84,1930,20880.67    18,508.28,39388.95,2015
2015   85,1930,20453.45    17,625.84,38079.29,2015
2015   85,1929,21602.90    17,881.62,39484.52,2015
2015   86,1929,20322.65    16,855.17,37177.82,2015
2015   86,1928,22712.73    17,823.23,40535.96,2015
2015   87,1928,21742.70    17,80.18,38822.88,2015
2015   87,1927,23507.75    17,825.23,41332.98,2015
2015   88,1927,22403.78    16,484.56,38888.34,2015
2015   88,1926,23509.70    16,663.74,40173.44,2015
2015   89,1926,21884.31    15,179.05,37063.36,2015
2015   89,1925,23676.15    15,526.07,39202.22,2015
2015   90,1925,22096.71    13,946.96,36043.67,2015
2015   90,1924,23886.77    14,751.02,38637.79,2015
2015   91,1924,21700.70    12,958.09,34658.79,2015
2015   91,1923,22076.71    12,912.7,34989.41,2015
2015   92,1923,19776.63    11,184.35,30960.98,2015
2015   92,1922,20730.67    11,354.21,32084.88,2015
2015   93,1922,18221.59     9,715.71,27937.3,2015
2015   93,1921,19610.63     9,889.65,29500.28,2015
2015   94,1921,16734.57     8,238.57,24973.14,2015
2015   94,1920,16301.49     7,736.54,24038.03,2015
2015   95,1920,14341.46     6,428.44,20769.9,2015
2015   95,1919,13672.44     5,889.41,19561.85,2015
2015   96,1919,10522.34     4,281.3,14803.64,2015
2015   96,1918,11450.37     4,437.31,15887.68,2015
2015   97,1918,9106.89     3,435.24,12542.13,2015
2015   97,1917,9031.69     3,137.22,12168.91,2015
2015   98,1917,7269.23     2,331.16,9600.39,2015
2015   98,1916,6758.22     2,145.15,8903.37,2015
2015   99,1916,5124.16     1,581.43,6705.59,2015
2015   99,1915,5188.17     1,488.79,6676.96,2015
2015  100,1915,3829.12     1,114.08,4943.2,2015
2015  100,1914,3842.12,943.07,4785.19,2015
2015  101,1914,2807.09,680.05,3487.14,2015
2015  101,1913,2726.09,599.04,3325.13,2015
2015  102,1913,1940.06,364.03,2304.09,2015
2015  102,1912,1771.06,344.02,2115.08,2015
2015  103,1912,1215.04,229.02,1444.06,2015
2015  103,1911,1060.03,201.01,1261.04,2015
2015  104,1911,732.02,99.01,831.03,2015
2015  104,1910,692.02,134.01,826.03,2015
2015  105,1910,488.21,61.56,549.77,2015
2015  105,1909,401.82,48.45,450.27,2015
2015  106,1909,279.76,34.14,313.9,2015
2015  106,1908,230.26,26.87,257.13,2015
2015  107,1908,153.59,18.47,172.06,2015
2015  107,1907,126.41,14.54,140.95,2015
2015  108,1907,77.89,7.27,85.16,2015
2015  108,1906,64.11,5.73,69.84,2015
2015  109,1906,38.4,5.04,43.44,2015
2015  109,1905,31.6,3.96,35.56,2015
2015  110+,.,84,6,90,2015
2016    0,2016,9026.27    11,217.78,20244.05,2016
2016    0,2015,1268.04     1,650.11,2918.15,2016
2016 1,2015,384.01,445.03,829.04,2016
2016 1,2014,310.01,428.03,738.04,2016
2016 2,2014,257.01,287.02,544.03,2016
2016 2,2013,217.01,286.02,503.03,2016
2016 3,2013,168.01,240.02,408.03,2016
2016 3,2012,155,228.02,383.02,2016
2016 4,2012,157,160.01,317.01,2016
2016 4,2011,141,182.01,323.01,2016
2016 5,2011,128,138.01,266.01,2016
2016 5,2010,128,152.01,280.01,2016
2016 6,2010,91,142.01,233.01,2016
2016 6,2009,115,140.01,255.01,2016
2016 7,2009,119,135.01,254.01,2016
2016 7,2008,121,137.01,258.01,2016
2016 8,2008,101,151.01,252.01,2016
2016 8,2007,93,137.01,230.01,2016
2016 9,2007,98,104.01,202.01,2016
2016 9,2006,119,141.01,260.01,2016
2016 10,2006,94,144.01,238.01,2016
2016 10,2005,95,132.01,227.01,2016
2016 11,2005,112,141.01,253.01,2016
2016 11,2004,115,138.01,253.01,2016
2016 12,2004,106,151.01,257.01,2016
2016 12,2003,115,162.01,277.01,2016
2016   13,2003,125,196.01,321.01,2016
2016   13,2002,133,190.01,323.01,2016
2016   14,2002,173.01,249.02,422.03,2016
2016   14,2001,181.01,261.02,442.03,2016
2016   15,2001,197.01,344.02,541.03,2016
2016   15,2000,202.01,427.03,629.04,2016
2016   16,2000,280.01,503.03,783.04,2016
2016   16,1999,227.01,570.04,797.05,2016
2016   17,1999,301.01,683.05,984.06,2016
2016   17,1998,312.01,760.05,1072.06,2016
2016   18,1998,365.01     1,51.07,1416.08,2016
2016   18,1997,411.01,989.07,1400.08,2016
2016   19,1997,403.01     1,183.08,1586.09,2016
2016   19,1996,401.01     1,203.08,1604.09,2016
2016   20,1996,446.01     1,294.09,1740.1,2016
2016   20,1995,455.01     1,308.09,1763.1,2016
2016   21,1995,534.02     1,549.11,2083.13,2016
2016   21,1994,498.01     1,599.11,2097.12,2016
2016   22,1994,556.02     1,610.11,2166.13,2016
2016   22,1993,552.02     1,669.12,2221.14,2016
2016   23,1993,612.02     1,769.12,2381.14,2016
2016   23,1992,584.02     1,757.12,2341.14,2016
2016   24,1992,602.02     1,877.13,2479.15,2016
2016   24,1991,623.02     1,869.13,2492.15,2016
2016   25,1991,704.02     1,984.14,2688.16,2016
2016   25,1990,676.02     1,941.13,2617.15,2016
2016   26,1990,766.02     1,972.14,2738.16,2016
2016   26,1989,711.02     1,822.13,2533.15,2016
2016   27,1989,800.02     2,53.14,2853.16,2016
2016   27,1988,735.02     1,879.13,2614.15,2016
2016   28,1988,770.02     2,50.14,2820.16,2016
2016   28,1987,794.02     1,977.14,2771.16,2016
2016   29,1987,788.02     1,965.4,2753.42,2016
2016   29,1986,799.02     1,868.87,2667.89,2016
2016   30,1986,878.03     2,16.14,2894.17,2016
2016   30,1985,847.03     1,942.13,2789.16,2016
2016   31,1985,958.03     2,74.14,3032.17,2016
2016   31,1984,948.03     1,938.13,2886.16,2016
2016   32,1984,971.03     2,75.14,3046.17,2016
2016   32,1983,1006.03     2,74.14,3080.17,2016
2016   33,1983,995.03     2,133.15,3128.18,2016
